featureidx	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	urine_neg_ab	urine_neg_aw	maxint	mean1	sd1	mean2	sd2	05102016-089	05102016-092	05102016-093	05102016-100	05102016-108	05102016-109	05102016-121	05102016-126	05102016-127	05102016-131	05102016-132	05102016-139	05102016-141	05102016-143	05102016-087	05102016-088	05102016-096	05102016-101	05102016-102	05102016-104	05102016-110	05102016-111	05102016-113	05102016-118	05102016-129	05102016-130	05102016-137	05102016-147
49	M197T1_1	1.17708480438275	-0.235218264688188	-1.16584293688661	0.255347414565869	0.804757075552409	DOWN	197.044333489184	197.043676124058	197.04557760732	1.29736662	1.25698328	1.35730003666667	19	11	8	521.453125	964.914582526204	271.231348745945	819.749417317637	378.800794830893	1257.94239342998	769.104799700329	868.425142106249	634.155130757826	787.106513991998	541.310353327928	814.79525475993	1144.1000775815	695.052793428005	1322.02061696638	1066.5048469321	1400.24653951771	1170.5793236433	1037.46036922362	682.459279279313	667.918775789562	1155.33108445362	1554.62856953896	830.257535641084	769.61461660538	838.520094889757	659.149655087179	594.61560514173	189.643277328648	1083.3391571811	193.811422971338	1273.96726444683	983.235504092405
50	M217T2	1.36664975442551	-0.450643555821216	-1.16556256065644	0.256164428661499	0.805258518304307	DOWN	216.979309897548	216.97866700497	216.981059257075	1.85642502833333	1.84821663333333	1.88001671	26	12	14	2934.201171875	2557.66660378722	1852.1426037081	1871.48652791612	1192.35267094482	6242.04000868784	1251.93980853864	544.289084288673	3926.68374149217	809.367175594966	427.658277801447	919.952913561626	3535.47080315869	627.614030068918	2053.55335092681	3699.64301088916	4790.95983021058	3763.39216560055	3214.76825220096	2534.99313429097	3173.84834791593	1383.6160735877	793.340986112907	738.733364620725	2212.54812734212	1505.79656409028	4489.88496246736	3740.60634440689	1195.8370057222	1538.12276363224	1044.43774611221	1017.89447141531	831.151499108755
51	M319T1	1.2996651437503	-0.378139963500017	-1.1623111081328	0.256611244175091	0.805531663551098	DOWN	319.065231883926	319.064439206563	319.067122037003	0.993416686166667	0.975216687	1.01118332333333	28	14	14	1549.927734375	2628.3653490959	1573.27770231413	2022.34041724896	1153.58461570852	4009.07799917871	2624.20065763731	1726.4722535461	2527.4956840454	5505.04549916901	681.708268905159	2027.76607570568	5226.11194346399	739.085379190769	958.290102863276	1974.83768484355	3978.40361049564	3295.22551237778	1523.39421592021	1894.93215954408	3442.99558478636	2947.09281867119	3689.16316004124	1063.53102450144	1172.05150482617	2614.31181127039	4245.80281117251	1941.84624917791	1191.36143026279	983.279669069732	1170.16640018718	901.623429662814	1054.60778831158
52	M431T4	1.24148950860174	-0.312072069849676	-1.16072839853087	0.260228805694931	0.807715236630553	DOWN	431.192560365216	431.191432949569	431.194496831752	3.69474998	3.68373338333333	3.71740010666667	8	7	1	2604.666015625	2298.88613839217	1295.263983725	1851.71612201649	632.559498631542	771.853391112517	937.075115186356	2178.06201074888	2733.42295894402	1452.24032682525	960.868145785432	2923.19036713229	2783.79247508931	490.523502744682	2292.25362534596	2468.54751158053	5071.55130438141	3803.78699476616	3317.23820784754	2067.92568982814	2269.11911515047	2302.51823867326	1637.56676986625	1484.88991281474	1844.37189674845	2533.19824135605	1592.74413701886	3115.24594042478	766.338117122691	1804.54154661205	730.279668732281	1768.11087573281	2007.17555814996
53	M225T1	1.5610246215479	0.642493292668106	1.14854641174517	0.261796560638051	0.808646382588443	UP	225.061501149678	225.060369710789	225.06210817168	0.906033341666667	0.878233344333333	0.922949992	17	7	10	2728.59765625	1015.37432158683	1143.91637990236	1585.02431608454	1461.27627479251	1266.90752629597	189.578057292062	297.27797303968	820.110210141825	3184.22947730562	497.349732387505	1023.57216512807	183.156421359629	1501.35985195444	135.65145974318	8.01671707571199	154.521191784596	3703.52871315576	1249.9810055516	3187.68671113754	1208.7915942014	1108.36284387612	364.136737273512	754.928008515402	833.698312372027	2453.78504111219	2341.70584484291	174.211083023262	817.407758361071	2098.81568473481	1125.26484297786	5547.82494597821	173.721016777222
54	M528T4	1.92756189383324	-0.94677718568773	-1.12959701845111	0.277672999225485	0.817591634020282	DOWN	528.262986334053	528.261548025804	528.26387896339	4.32521682666667	4.24170010333333	4.33958348	23	12	11	5416.25390625	2457.05930671107	3845.45995232349	1274.69800817905	742.215693528438	2483.75251978978	825.512781539866	697.216858665857	1587.36792351872	773.450771719348	594.66174299309	2119.69395699676	2097.3430080665	1127.47851166627	512.48519261764	3366.81495682264	15508.8798018021	1412.13565263673	1292.0366151198	1400.80413158677	1659.19704850955	911.68821696308	2053.7560251249	2430.02895127914	369.017193006135	1061.25151823244	828.288366555798	2101.13609649733	168.406701632199	2018.63649207528	164.469153354693	1620.44840352072	1058.6438161687
55	M242T2	1.4911307994567	-0.576406813926457	-1.08650509342363	0.288280463532113	0.823116252570072	DOWN	242.011483644288	242.010470094617	242.012465988645	2.17409997666667	2.16820011666667	2.18481663333333	13	8	5	1376.0517578125	792.207869896013	731.93673551343	531.279932105659	521.248572339024	1343.3107572592	153.949157049977	34.8071772868142	2393.34897951665	870.251242181604	282.701069797715	74.2332006112305	715.753404039693	24.256123065681	1145.77986550832	1849.46950887547	173.852017511914	927.291207740359	1101.90646809955	251.94637851726	595.213927173612	223.787005487424	105.906907647598	83.4843879660239	427.167865031853	522.393211575847	1941.56532012215	534.01890383085	405.396101689167	1396.36722831617	452.810309736431	397.790031624479	100.071470760349
56	M299T3	1.32357091289109	-0.404435492102409	-1.06358015464052	0.298272956876477	0.828022961531963	DOWN	299.122887579209	299.122249080161	299.123866461454	2.54818328	2.53676670666667	2.5891501	13	6	7	1426.3427734375	832.529125660293	581.149383636171	629.002282803111	418.243010799856	1347.67249410119	300.042827049689	388.398222137584	1003.45765271988	669.236376830189	88.7883342295222	1913.02586724901	183.479461082237	163.516145073299	867.880925622685	1722.261796351	777.124435923283	1262.25788437718	968.265336497354	477.595009142917	271.039985229643	198.680190827503	556.55479378334	751.442279452558	377.560695064646	723.769182699054	676.704829699955	1110.08917023546	122.442559993525	1074.27293215396	115.12841947396	1559.86792566341	790.883985823611
57	M279T2_1	1.29859459989884	-0.376951115158949	-1.0689529496036	0.299914193618743	0.828802963992855	DOWN	279.09708302246	279.096440588043	279.098417911791	1.86546661333333	1.85545000666667	1.88540002	19	10	9	1425.3779296875	904.889199050199	675.183309630193	696.821932819289	273.030492973176	2715.8337132508	542.430700730179	609.978915664304	375.00093919195	1490.18890256711	406.571096934447	593.281601254394	1068.55291794468	79.2853650756648	728.154520334388	621.058789225334	1158.90415007184	1621.67675448014	657.530419977549	982.994003266435	938.07752982396	520.422699299405	628.111377796851	443.349210636035	567.267263836668	496.611557259135	573.668013263647	516.601740526826	763.974052361452	672.575053008343	833.322912371076	1414.4385767817	404.093069238515
58	M203T3_1	1.26214598251545	-0.335878785178564	-1.05713879677641	0.30154776578399	0.82957232949461	DOWN	203.00046684776	202.999576406086	203.00126604133	2.67924994666667	2.66510008333333	2.71249988333333	27	13	14	1562.6142578125	2488.89625618095	1518.92008122906	1971.95593113611	1020.08269644468	4536.77669589729	814.564521606112	809.615365942099	4417.53161729635	1959.14127368165	2354.32195583531	1831.86640707371	3483.55349319216	642.879323416978	1063.40977004629	2690.81725588578	5400.40947774537	3039.87998035754	1799.78044855665	3582.72644116324	3583.10423633173	1166.12883536237	2960.79337588915	1018.84116759939	2130.23432133317	1154.66716103226	3556.39803141528	1447.14775873306	1348.05599152348	786.853522436389	1342.4381299115	1918.06448549269	1611.92957768178
59	M187T3	1.32070023561729	-0.401303049730701	-1.05185965698671	0.303666350977398	0.830559882283503	DOWN	187.005167423154	187.004683649451	187.006354264171	3.38251665833333	3.37129994666667	3.40088331	26	12	14	58639.8125	113157.616720823	80087.5828239263	85680.015547157	56032.5389902273	205188.760442916	59596.9122096965	3126.93923230357	218363.434277221	31610.714777359	24283.3499414547	21422.5859914066	153165.495765269	60849.2742384111	157274.498172799	156481.814014802	227873.012784253	176292.107950716	88677.7342929168	93701.3535290344	141083.172659977	27015.4636668402	22412.2260099452	48168.9091942106	67661.3536059847	90022.3472184878	210562.799999024	122871.355767641	75608.9480295348	157101.854952242	76249.3080073766	13818.8330490091	53242.2919708914
60	M197T1_2	1.27905887781643	0.355082676087189	1.04360563969794	0.30649502664766	0.831860730394964	UP	197.066916968287	197.066182750616	197.067522889952	0.897549989666667	0.878233344333333	0.922949992	21	10	11	1062.537109375	1107.51630512256	721.420833226426	1416.57856239346	841.075000997467	2740.09073462159	298.550260017866	711.622242681471	1263.69086092801	2086.46414841147	705.157246606642	1487.45896697056	1236.90806231151	771.031017540202	1199.09946867394	15.7452739066143	617.467085470061	1642.92522378797	729.017679787923	1729.96022777279	2226.94513316307	909.688801538936	1404.35826041285	604.289184402142	2883.336732043	1709.41088915756	1216.4195077085	365.000946121063	561.922237749556	1049.91576938974	758.544704302612	3099.66799589517	1312.63948385152
61	M263T1	1.27902793829903	-0.355047777906215	-1.04746592302088	0.311570881789474	0.834145610315839	DOWN	263.022172947666	263.021529678577	263.022644800492	0.875249976666667	0.869783328	0.909166657333333	17	9	8	1355.8115234375	734.684724146309	552.501332878186	574.408660004222	150.082075873386	2588.09426881486	351.871330347816	517.24024595447	727.465960495979	715.440496473521	324.649836560632	717.953381225991	781.502350297336	414.158765249167	634.16660869533	675.292213477235	553.529611733832	610.11846521304	674.102603509123	607.34766724339	675.862510596436	481.403681341777	682.956968796363	452.279189110719	423.304738595581	444.017558217041	743.370049427734	604.484930899088	467.528084137759	558.045515107125	485.614597776364	954.400730895589	461.105017914146
62	M147T1_2	1.23744297728523	-0.307362045771437	-1.03233432733124	0.312786788626633	0.834683757202571	DOWN	147.065213000968	147.064867140226	147.065919203029	1.22029166166667	0.986133337	1.229	10	7	3	600.998046875	589.7167926521	340.790321354742	476.560781771015	228.184951719456	1241.58606366724	294.266463136246	186.106343453663	689.74282938354	526.737837448338	178.017541813015	436.30393043294	739.73291859852	199.222738339286	457.644743868971	747.535924372799	1160.67894880577	872.926309564682	525.532504244393	555.818520290552	675.997065189313	354.210361395671	536.416179767838	424.805611845525	383.92810724683	428.332402509167	615.7279087595	281.021934432075	237.514278498148	373.700834633919	252.647794999772	1125.19660957192	426.533335653983
63	M131T2	1.19487540188638	-0.256860186028144	-1.0207305835819	0.317367374615495	0.836680093594651	DOWN	131.033864168871	131.03364888468	131.034541573818	1.67151672333333	1.66091664333333	1.68373336666667	15	8	7	519.5615234375	847.274066834051	400.430318542536	709.089889620656	310.218200388713	1328.78554902265	462.557694765295	480.188676147905	1469.03626458403	508.578471100845	388.77911368192	525.602572512865	1217.3734880214	344.308473810451	1285.51121471001	864.752682301873	1094.74349803759	1160.1784989524	731.440738027494	690.433633248036	896.614767680351	589.37786667017	715.693340401568	471.809751336095	770.12802238393	503.110053233031	1475.61011259181	363.531809004927	353.366842200249	927.639698169056	381.945428784371	1038.98721005905	749.009918926546
64	M119T1	1.19258572801084	-0.254092976864507	-0.973333912086477	0.340925862492761	0.846230353368618	DOWN	119.033883303697	119.033413009945	119.034397827285	0.591983330333333	0.577166648666667	0.633800007333333	25	13	12	4350.34375	2845.19206865501	1488.62204949958	2385.73378988914	950.57192600331	6583.50366798094	1316.17703753652	2117.60900674769	2391.34259959136	3024.07434858749	1097.5755017206	2077.00302030905	3319.3920868562	1001.63780431242	2010.5108164374	3802.31460833331	4118.65264170035	3935.33243269168	3037.56338836508	3397.66988327776	3152.9068461963	1600.66702816123	2713.27783456077	2371.61545250319	1456.84798873515	2338.20888896956	3247.21758061273	2870.68766929162	1375.49662923358	1181.49661449058	1193.60065413384	4294.55117223268	2206.02881604891
65	M193T1	1.28329052615382	0.359847821396292	0.947831192716433	0.35457865111544	0.851270544495499	UP	192.979457574842	192.978572859981	192.980283501287	0.9054083375	0.893833335	0.929766641	22	11	11	7458.03515625	3533.89120299064	1868.2292111875	4535.00910125623	3482.54474361477	5365.01718876561	2759.36141581667	2814.67020116016	2999.24006269102	1195.0787937814	2116.11527669547	6933.83720271803	5482.81075859969	1756.74312404999	2409.60826034348	3101.03492980793	2452.97275793185	6972.81549591352	3115.17137359417	9099.2953018669	3303.80664589917	2721.0657261643	3764.92513699919	1647.76876869454	5050.01684186869	5699.43173555229	3378.22748055403	2105.78936602227	4197.51656413332	14491.0293481443	4434.55599742337	1876.05775394839	1720.6407503165
66	M435T4	1.19437397595985	-0.256254636255973	-0.941202462584408	0.356431818331448	0.851929321902666	DOWN	435.222236620277	435.220338879523	435.223330606082	3.95901657666667	3.95186667666667	4.0015166	15	10	5	902.681640625	987.949533554228	358.996725589312	827.169340122529	528.823443914439	1471.74318486146	737.271788619496	790.358162146842	1320.02686186222	1425.89676749307	266.131140640053	1238.14738491942	1148.27099663942	497.926483832193	672.373597981032	951.139353799603	1266.28086295334	1082.51055783654	963.216326174507	666.238733792287	959.756489712806	594.914995332173	836.928597258116	838.814772924286	1339.17087608859	1593.43879093253	742.94370596889	1998.23918533816	100.790072615341	388.006551388435	99.9060627898769	839.968485313148	581.253442260773
67	M243T1	1.09911609557789	-0.136343780889945	-0.939947411194148	0.35836261070307	0.852609514847017	DOWN	243.060586697478	243.059657095605	243.061666047418	0.589991652666667	0.572900006666667	0.618366651666667	20	10	10	2650.25	1722.32327727773	542.045669501271	1567.00760202422	297.388667694719	2102.29485250149	1445.22796626481	1265.90566351641	814.353331112795	1542.54169040494	1045.5863934622	1743.57078296602	1815.05051770634	1203.49831141475	2140.74592820902	2221.20767275908	2435.61124192863	2651.34072047396	1685.59080916784	1513.23147097153	1780.71611612231	1208.19909502078	1836.52675540423	1395.65708133119	1318.64586310764	1919.45856073733	1954.65311291306	1570.54685003811	1124.43096829409	1788.11602662974	1083.20835636586	1662.63846184242	1782.07770956079
68	M107T3	1.29540143467853	-0.373399247003737	-0.934035719840123	0.359909935691773	0.853150123022867	DOWN	107.048950279118	107.048718382479	107.049557521534	3.37531668	3.19878337	3.39348326333333	23	10	10	1022.02001953125	1943.2193014871	1457.3891176072	1500.09043487692	1013.46408083318	4606.98433992266	1008.37185383566	119.573347441603	4270.35381502446	649.202251632587	448.520347404199	439.539211980181	2565.04030723461	925.503324704805	2515.29035272675	2310.62173601523	3386.12932269729	2597.2015314583	1362.73847874109	1536.13758603124	2511.44792531718	527.369335380744	389.776569538722	810.230757780259	1578.19115438345	1442.95645426329	3883.05776762925	2665.35225349516	1227.28942632752	2257.03334806068	1006.87304986878	418.34188893998	747.208571260574
69	M188T3	1.27354852727226	-0.34885393308772	-0.934024439780612	0.359984505500693	0.853176076256603	DOWN	188.010365919744	188.00943045887	188.010679861822	3.37536669	3.36814991333333	3.38634996333333	11	7	4	6353.51953125	10052.6643986103	7131.63217198728	7893.42862351819	4894.77133797373	18335.9820781241	5395.06290181711	295.351028731123	19315.5149760306	2710.51114092186	2321.50739052612	2118.13688736222	14872.5330383194	5826.82052128012	13452.2990400855	12819.7278890799	20970.2685776727	15109.1983511128	7194.38775948089	8679.94344798753	12157.1858900114	2536.48464693759	2286.06084473712	4480.992516507	6311.87937654588	9478.97055156657	18287.4709817183	9781.72690677053	7130.36184868619	15169.1743897589	7802.03161297217	1367.80688273371	5037.91083232184
70	M153T3	1.14191886188482	0.191460144820712	0.902119382222808	0.375364363612945	0.858339708692267	UP	153.01827181588	153.01783140987	153.018888565234	3.11595007333333	3.08640007333333	3.14616668333333	19	11	8	645.8642578125	692.279660771305	272.706442247918	790.52720233398	302.791878103281	1200.82408643327	432.808722390133	596.823572601849	562.53433009573	816.611681021322	140.918630559445	741.428096008954	1145.31632189061	591.615551110286	489.131077080217	616.662341262628	839.12775061512	749.370108465592	768.742981263122	947.163516121184	1174.15001201962	846.411842445446	787.857734276773	616.518586325771	979.769255705037	822.038267483691	911.150836036638	1032.62018478789	263.279780365198	730.46392713339	258.140277800699	1239.39057601661	458.426036157773
71	M223T1	1.27846818876014	-0.354416263443109	-0.895674188596085	0.37907726916766	0.859532313340318	DOWN	222.990005689366	222.989215569254	222.992037442244	0.802233325333333	0.785100019333333	0.835183351666667	26	13	13	4001.802734375	3682.14060517726	2628.05008203377	2880.11906557346	2078.14944612289	8248.4181965681	3446.47794145524	2943.24117638575	5412.21919563494	6821.42105067916	1093.38071212789	2146.79656207364	8799.57604418558	955.761099506404	1857.87868859717	2370.34654767463	2491.87364245621	3795.81335790524	1166.7642572317	3917.89182383406	5626.46880680702	3076.77129351969	5386.07591300496	945.409629495143	4936.18125097731	1525.12452046582	6715.88943579094	767.81175823157	2197.96144425048	1487.09299390762	2344.5625128991	718.952506489207	675.473028355571
72	M161T2	1.29258932817272	-0.370263985653252	-0.891806633344829	0.382752531949367	0.860693214201748	DOWN	161.080489156526	161.07967912954	161.081496036585	1.75592503833333	1.74481669666667	1.77891664333333	12	7	5	924.1572265625	631.739839671155	520.758671720211	488.739792215537	297.950248031271	1610.58691114657	507.866238918596	334.729842881802	418.535744161314	387.909159812899	145.137860977775	361.411516440142	1965.86972227333	180.635365785837	399.935359656203	643.4045542098	706.793297958947	627.772320389422	553.76986078353	513.493050799517	1292.83159782826	273.348583188055	445.172367970209	351.205041547917	235.99262651811	312.109944363048	470.608532177634	410.49462122395	241.409577385244	860.78138958131	251.6124963786	766.513746134219	416.783515921438
73	M129T1	1.14871532257394	-0.200021310083849	-0.888761831718153	0.383852599668135	0.861036969186758	DOWN	129.017961189333	129.017501615285	129.018527702953	0.743775006666667	0.738199983666667	0.785166688666667	28	14	14	2965.265625	4860.49411598239	2249.14952795258	4231.24339030443	1399.70936937469	10594.6975326004	2521.05109081328	3381.39039935985	5070.50747659215	3714.40819963398	1961.08769462453	4354.13359540536	5935.63040125256	2295.91127975505	4751.79810362649	5932.54369158314	7349.5053508668	5048.7838852694	5135.46892237043	4322.58744638836	5353.00725699208	4151.63688227552	5207.7400176948	3138.39372547827	4601.21013227327	3685.8800336236	4841.00005729394	4301.53480689771	2136.79426717032	4203.23527267494	2407.92831996392	7744.06421509221	3142.39503044305
74	M260T1	1.10417770000401	-0.142972369837399	-0.875478467202259	0.389473814118102	0.862767362690209	DOWN	260.021375378086	260.02062383349	260.021918675816	0.812033330666667	0.800533344333333	0.848616675666667	28	14	14	2803.05078125	4392.82528484312	1165.2374212128	3978.36805147141	1334.09681153195	6264.08185900894	2719.26238702586	3623.19110047746	4039.76878214187	4217.25883713014	2589.42795459905	3647.46728437393	5085.06243034401	3234.38545538107	6105.11820339631	4795.55053092716	4661.09692172047	4868.10814289806	5649.77409837936	4188.1537636261	3684.37336425165	4991.29631149376	5201.01351656438	3119.10188377521	3549.41122575569	3848.70589178521	3928.43658500828	4627.12989683221	1827.20432938761	4852.153507149	1900.45641384401	6909.33329592996	3070.38273519661
75	M87T2	1.27605933129167	-0.351695409800493	-0.813651436838053	0.424358361714019	0.872611523156487	DOWN	87.0440365317089	87.0435529202961	87.0442881942665	1.856991665	1.80938339	1.87189997666667	14	8	6	972.978515625	1215.66678168057	1008.97535873073	952.672616288177	666.805082409939	1414.36138239109	635.588033468424	496.49792199144	4403.05354197207	702.147294296486	393.911108081566	774.853898803745	1604.29305623857	570.743565023651	1217.50739242296	687.830931507286	1260.5699385411	1194.57656771281	1663.40031107682	680.906409463872	818.94084115472	677.217081412596	1044.0623329178	536.106334123008	963.174584292823	864.558427333035	2982.81804735628	892.913773251785	234.296077845421	1218.23128342955	236.157528787465	1374.91578922686	813.11811743927
76	M359T3	1.21815803902263	-0.284701314954858	-0.80384869378061	0.428832156646142	0.873772750813143	DOWN	359.133431188095	359.132029421298	359.135612190334	3.47268336333333	3.18076657	3.48453329666667	25	12	11	2832.01171875	1278.99824046388	787.249440656972	1049.94442386972	718.999916617621	3750.29971260234	634.167907854253	1112.60451542217	965.271137579895	936.030136525151	675.754863724966	1853.62962566108	873.509609897308	808.431050164378	1045.61143531172	1239.10141841682	1490.65777792218	1027.51642307144	1493.3897523406	2988.30346242202	1180.95060812877	1150.03159295809	803.67856800621	906.096719190334	1031.24073036491	945.795696486618	404.203815039967	1628.17774458064	223.113419935656	667.898349965274	213.838796174557	1757.29688271046	798.595548212531
77	M228T1	1.28194068573608	-0.358329511274862	-0.803389795328324	0.430176623842619	0.874117597759869	DOWN	227.995125425	227.994473337962	227.997706067885	1.30196662833333	1.28848339	1.31136663666667	24	11	13	5328.92578125	4852.15163660649	4155.44758544969	3785.00479046767	2726.49617307408	13975.6577240679	2021.15065179146	727.474348074512	7455.79967384334	2826.71330090211	924.733542327868	461.031105163669	10791.2072131633	2176.62134823873	4461.48310663814	8185.1775720212	2260.01993759385	3794.76128623977	7868.29210242492	2682.33745925869	5698.61842334688	1851.90785510479	1846.70414478222	1358.58858286669	3854.72030509012	3594.04855991053	10415.4365299071	8355.68294816629	2657.67687636213	3019.1295887878	2632.77973161858	4389.35904690891	633.077014436748
78	M135T1	1.07059615897359	-0.0984143817523823	-0.801044118021394	0.430365985975789	0.874166016572938	DOWN	135.028296740576	135.027803019601	135.028746799237	0.50460834	0.487983346666667	0.517650013333333	28	14	14	2289.095703125	3023.58529754338	658.397015111735	2824.20712254579	658.646694594328	4059.67110886634	2548.26506537704	2732.80790634951	2323.53741286244	3550.69239090102	2023.64064852657	2911.27778618348	3357.63096599776	2009.40353162547	3545.30058131822	2774.60228038049	3069.80573035601	3558.04048211265	3865.51827475033	3768.44529592148	3269.75382019022	3777.08849595198	3143.55604263043	2441.34248239442	2815.63843656586	2207.74024708285	2712.26992204262	2660.95229737435	1781.38252468001	3717.9656178603	1901.6412494331	2977.999090264	2363.12419324943
79	M225T2	1.39344750118923	-0.478658649229886	-0.800834733216201	0.435387009569416	0.875436413243395	DOWN	225.086482816044	225.085623900818	225.087332411032	1.81175002333333	1.80506662666667	1.82561662333333	21	11	10	3112.73046875	1445.79308938085	1823.34367813966	1037.5655258967	559.719027326026	1229.92043604004	479.145382764519	574.464314186773	1135.85262340809	1390.65840404741	297.711480314956	730.48014457523	7576.28210323218	452.062046078808	1657.53341057891	1097.75668080633	584.414959676264	1693.31967489548	1341.50159072695	1112.95488691343	1781.79236984807	807.911039316391	670.474977193567	647.600974462014	576.511545392236	1102.24153392578	501.381293777204	813.466156121436	2051.92266201816	954.3456093236	2161.01207122381	836.593546370651	507.708696667479
80	M156T3	1.14984362458289	0.201437672144689	0.794169116132851	0.435912647197827	0.875567926013871	UP	156.065072727273	156.064367417194	156.065988712349	2.52737496333333	2.51658345333333	2.57444991333333	24	11	13	1127.5888671875	1080.3403009496	389.604999812921	1242.22240742685	655.674348874142	1011.03510780485	583.725060849806	502.255352184483	1115.73174361602	1309.53389591962	1401.81083191526	1468.43528392143	1011.24830351347	649.603559312049	870.76513539061	657.226876925848	1665.58085003751	1621.99269478832	1255.81951711509	1479.827215622	792.364915475967	3023.21347118083	767.256279287272	1233.60199880106	822.458215488624	1494.27196187787	610.020434749612	687.671117780123	1486.71217891606	950.315936109266	1496.74019983779	1895.32436121177	651.335417637684
81	M179T1	1.16651371226	0.222203266167577	0.785455546752677	0.441101627288095	0.876851443250749	UP	179.054672346376	179.053438341821	179.055360216734	0.524466652	0.494716668666667	0.550183329	27	14	13	1621.056640625	1750.37113777848	688.375996124824	2041.83193376274	1205.76266719961	2642.6678665156	1508.68011466232	1206.5372200822	2420.22702359106	2340.18443567282	875.82589807223	1347.05998293893	2306.10550777586	824.860801775839	1666.46426263156	1045.78816568792	2816.29502129888	2242.49059222158	1262.00903597185	4013.0658184622	2436.80962305167	1927.20541506212	999.387676982789	1108.68941457945	1612.49625645423	1129.39835553483	4963.59113463863	1101.21501559033	2610.90163319106	1864.91488829342	2614.06768489324	1112.65522948495	1091.24892645937
82	M189T1_1	1.23062108186493	0.299386612783576	0.774096529320123	0.448227075797899	0.878571411828736	UP	188.984950767691	188.984172336704	188.985364893729	0.9793250085	0.974083319666667	0.990999989	18	7	11	3323.220703125	1147.12847743536	581.804396491341	1411.68048793956	1138.71085601435	1677.00746735311	621.5035572799	1757.81115646819	1198.52943033411	890.786312889919	1676.3900611843	447.714278646721	1277.51970831279	245.935602461774	1150.14559623968	853.961628831178	1198.22567735149	2374.34506810487	689.923138636985	5207.57866163291	1467.28135598229	1407.22070371361	1018.26100783396	879.103154536739	1730.43023074069	758.946895466564	1280.50326028122	1395.60846552763	1015.04096496592	622.693552257384	898.220593643492	1309.00503241014	773.632952161345
83	M159T0	1.06003102491972	-0.0841064901118752	-0.766542841483921	0.450297185340729	0.879062132794162	DOWN	158.97731840969	158.976604878648	158.97789663676	0.413716676	0.393300007666667	0.415683325	27	14	13	753.40283203125	1335.50341488145	250.942873095691	1259.87200703168	270.769787184553	1900.81011182542	1459.13131889427	1365.32068262547	1522.43298929557	1298.12430183432	905.824389477513	1338.14196345135	1486.19216271919	1243.73639651626	1477.70141898737	1172.26500238328	971.146402036937	1128.80284685005	1427.41782144329	1545.38176168982	1080.0695700604	1516.64568324941	1336.23076022057	1285.90682495652	1282.83684123277	1168.40618463888	1783.74149608012	1169.06409211888	837.145071035812	1514.87711855118	811.696138753775	1215.79530653894	1090.41124931637
84	M285T1	1.08044299213278	0.111622952681405	0.768993772332443	0.450367145057685	0.879078647520438	UP	285.064232985551	285.061600273682	285.066922555756	0.835900019666667	0.827066674	0.840349972666667	9	1	8	368.59130859375	513.322181824348	103.051244976637	554.615354058426	172.477808712882	389.468657519563	492.262993160361	563.434961131886	524.862007009876	422.885275227813	499.125473561528	308.336442281777	619.204165804587	533.230671066629	618.665106483469	494.812894657401	513.192770247176	725.806580686595	481.222546702217	1046.67802834132	499.762992926501	585.367385145871	508.938211257511	592.079132014917	507.687280368711	249.123867399258	544.533087373776	529.20411770037	602.567313787872	437.893232135356	640.848795242356	592.246218549816	427.685294574324
85	M269T4	1.25661846430053	-0.329546683795338	-0.756447435018746	0.456860436086739	0.880592066174643	DOWN	269.148939815574	269.147164911958	269.150047514748	3.62000002	3.60073328666667	3.63313336333333	11	3	8	10713.8515625	3667.04378949433	3006.39373741404	2918.18391474575	2163.82779481999	5888.54159745229	1727.86143367203	3754.79602601327	1274.2447103791	2474.84186567419	661.271879191206	6788.67285778867	1958.9547816383	646.079784962954	6437.21505626556	11180.6445199832	2376.41280563467	1609.10486131926	4559.97087294586	797.922028832983	2890.81770273639	1330.83936059877	3929.0752833411	4321.31661303047	1740.1971941331	2712.03917269704	1656.10877945149	3309.28623393107	695.136820506059	8231.80964136817	694.66664381717	5989.58214970057	2555.77718229618
86	M111T1	1.11223686661763	-0.153464063155215	-0.741402581940546	0.467142854464834	0.882912645835141	DOWN	111.007417804521	111.007004548336	111.00864863097	0.655899974666667	0.630200006333333	0.703116685	21	10	11	5707.34375	9780.75817729264	2340.98981101473	8793.77268534209	4396.65804536625	12599.3365111532	4885.98695026858	8088.78862992882	12551.5517695515	9979.92737863279	7597.7369014526	10581.2535708174	8059.58175232022	7267.27292466906	10807.7695941161	12502.7427063611	11903.4107281817	9361.15299886092	10744.102065783	5672.49628824926	4272.50354381379	10152.9302326826	13040.7985588148	7731.09957628917	14267.9387559508	10779.7337586781	9809.70029556473	5932.11493006758	3614.24955533688	12602.8366166486	2233.23252209753	16883.3366663876	6119.84629420794
