featureidx	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	urine_neg_ab	urine_neg_aw	maxint	mean1	sd1	mean2	sd2	05102016-089	05102016-092	05102016-093	05102016-100	05102016-108	05102016-109	05102016-121	05102016-126	05102016-127	05102016-131	05102016-132	05102016-139	05102016-141	05102016-143	05102016-087	05102016-088	05102016-096	05102016-101	05102016-102	05102016-104	05102016-110	05102016-111	05102016-113	05102016-118	05102016-129	05102016-130	05102016-137	05102016-147
11	M808T6	1.31981074519715	0.400331068568032	2.1896080205776	0.0377218725305259	0.421101667927086	UP	807.596127583998	807.594740948659	807.597910304524	6.16729150833333	6.15343312666667	6.20271655	22	9	13	365.955322265625	1403.95659543535	541.009305116682	1852.95700044599	544.060444889444	871.498978729555	2283.07795619151	893.077743540178	1601.84262966984	1519.32323982724	1421.42670915016	1613.96540777292	519.610328589753	1973.44294520414	2266.13163410094	745.989510690079	1430.65910626518	1077.97375803555	1437.37238832792	1742.29410780503	1521.45098093008	1633.92073128391	1825.23200184794	2130.83629378568	1281.18192049598	2295.24799622113	2200.72224102681	1658.29216869064	2252.02998554218	2339.57508153532	2204.12931210208	418.690261222539	2437.79492375457
12	M383T3	2.31249649519415	-1.20945117909064	-2.20693161368656	0.0381516082715532	0.423581842363716	DOWN	383.096675911541	383.095817020723	383.098058758609	3.20783334666667	3.01478333	3.22041674666667	17	10	3	2709.107421875	1254.87103286364	1024.00060906635	542.647755562669	639.927320758628	1861.77466560955	1347.04736353169	560.95116462185	1019.56610077132	589.448165323818	23.6110131758835	628.334390824969	3953.57203591486	764.319721537295	565.721077698104	1637.70421198258	2197.42784412818	2024.4573605809	394.259344390011	512.930326447252	2399.18630988844	113.9149628413	113.92193090592	378.85225860864	937.768945950634	218.053883837724	291.216726457458	1317.32999705837	59.9141737374178	309.011399710318	55.8025676395046	364.507543651864	524.657551142521
13	M392T5	1.25668528844099	-0.329623401029345	-2.17756608444343	0.0392684508100487	0.429903133940172	DOWN	392.287958619711	392.285648021474	392.290219675068	4.624150035	4.61083355333333	4.63164997	16	8	8	5077.9453125	4366.41016481675	942.416891102191	3474.54546096709	1208.43333652514	2675.69163483965	4985.77336827725	3655.75839838043	4433.49390558521	4066.92317481253	5680.79702884641	5118.89524788201	3365.79636675532	5720.84201903431	4479.72579941149	3344.25059272738	5494.86686568145	3898.39920802311	4208.52869717788	3415.6748545101	2902.97920020041	2027.46867359414	3438.31593387448	1795.09551412314	5132.90496387243	4331.56842676325	2750.68076059646	2784.59636152256	2645.28347714622	5251.79935085344	3010.46370357904	3404.80545560528	5751.99977729833
14	M181T1	1.50943692885377	0.594010475744612	2.11145275869827	0.0450463869723357	0.459980632395366	UP	181.035520070947	181.03448035168	181.036077212723	1.09471668166667	1.00041671	1.10611671666667	18	6	12	7647.5625	4608.17998947168	2575.43792805817	6955.75705091352	3267.02475288473	8726.16792451455	927.244678977725	4256.92639401582	8544.81820975817	5479.24635664392	4943.38408613128	8157.98230842408	3860.84897768168	2735.57314679689	3338.31837282783	978.691401128738	3670.61318877301	6297.48272512662	2597.22208180323	6170.500562073	10794.3330515232	12848.3889597381	5103.70510669019	3989.74977331109	7293.14312882955	3531.23726986945	13161.2599547004	3080.67439562205	6623.6599556295	6018.30644828484	6876.98976108691	7950.08780273	3938.56254270113
15	M191T1_2	2.83897884181414	1.50537209706387	2.11540545022279	0.0507157125351072	0.485802694164364	UP	191.054005560217	191.053589809866	191.054833759151	0.516724992333333	0.508149992666667	0.533100027333333	12	3	9	3884.353515625	511.191404629802	515.26538096832	1451.26158186126	1580.91318058575	773.047851840555	33.0635692849127	194.733226554151	1218.583966086	72.1321899716268	989.253888616191	572.507045204798	286.799425558611	1694.4219650691	52.2255710729424	235.223450564745	56.9262411572147	792.303888405349	185.457385431027	1130.13462981474	2281.22797978945	1794.30198777295	30.491453428869	646.067572379586	856.396016460945	388.557876160274	5755.99261753839	82.551476900469	2713.1568719095	1785.66791776969	2696.72198427676	57.190228299118	99.2035335568933
16	M287T3	1.94761213019157	-0.961706391195507	-2.00028059586016	0.0560220556190609	0.507232760580461	DOWN	287.021938808312	287.020510669791	287.023521157332	3.19689168	3.18059999666667	3.2145	20	11	9	11266.6875	12582.3027683166	8192.66357006903	6460.37400017581	8001.03157144896	15958.9637564405	13454.1922452015	12463.4771954033	17227.6088913799	4784.62633348563	268.03087060633	7234.06151746099	33431.8098954558	8778.89651672863	10257.2958516738	15422.3158842399	16914.8358167013	17146.6970818921	2809.42689976344	3098.52423919535	27237.1933637491	1560.92707720523	2837.96846693217	4737.22758094627	17716.1204640483	3006.65958279642	2823.51502699481	15852.0185954891	317.004764330616	4165.66748764302	272.907326865371	1266.5085276082	5552.99349865748
17	M103T1	1.43795477230474	-0.524018299700859	-2.03006095530474	0.0585748725443569	0.516727447589955	DOWN	103.038871656056	103.03850907423	103.039208392287	1.07581661333333	1.06583333	1.08429999666667	13	9	4	925.6005859375	903.044053636442	473.53498993454	628.005881011856	180.949007744254	1801.62147679663	424.548600948424	599.891175138316	889.271282566563	494.081633747503	331.314735570451	623.767487445585	874.546152991237	474.767119343342	1248.97191190585	873.342217936261	1441.49147515745	875.212521756529	1689.78895960605	714.766765583982	568.133747268943	463.256935795522	683.461733133906	513.875251914755	685.815714495579	624.828426406762	491.576495606871	983.125847491345	377.433699003686	666.110951510366	387.225387686513	939.011400948259	693.459977319499
18	M100T2	1.29376063232424	-0.371570718950839	-1.9002451204947	0.0686958814758829	0.550014878044695	DOWN	100.002956275712	100.002535641971	100.003390646602	1.99771672666667	1.98443325	2.01623342	21	10	11	1019.2197265625	1161.95337013478	388.103311868747	898.120827843813	345.329686255085	1814.57486572969	1228.30846370286	1697.37771820482	1052.00475944593	844.931143293106	589.638667027975	1212.83768329925	1116.01669120446	430.906086842471	1237.84575118648	1631.67311256909	1064.01707442898	1286.72791937438	1060.48724557745	1376.98372248206	1017.18253382688	1003.32353443734	1265.89443846259	781.365422410989	1358.53426159633	609.070731799575	1010.67203644142	419.677830516103	493.291379388947	698.481408435889	435.107689562581	1320.58742420919	783.519176243487
19	M512T5	2.00021450580498	-1.00015472493334	-1.94302073462209	0.0695412853033244	0.552519113082154	DOWN	512.267989428175	512.266188645565	512.269219571701	4.57546644	4.55911656	4.58866644	11	8	3	782.7783203125	757.983658128241	697.316670431064	373.536524008401	248.661564878272	1252.50144876101	1128.99505391249	118.622917791712	1104.94354639057	0	358.714359887595	560.621753946636	858.540783985727	785.312146586776	326.673205068171	403.170403118597	2789.18286384188	380.031940468109	544.4607900361	522.527264496628	797.280926825578	484.686463130091	0	414.285679657633	204.23421025343	195.125315486282	516.455076539913	709.650051216013	75.0587078293771	629.386713632372	81.3160939716901	256.161022390183	343.343810688425
20	M188T1	1.5148989132966	-0.599221528251804	-1.84282153073627	0.0776015651300639	0.574599782573819	DOWN	188.000726120115	187.999872599708	188.001894508715	1.01694998333333	1.00661661	1.02513338666667	20	9	11	4489.90234375	3062.09980369999	1681.71969176806	2021.32285977848	1279.60458546504	6514.29995307479	1537.42169706589	1168.99215987952	2800.35090156146	3695.11348457914	196.128430520006	1197.01120509422	4390.10616984546	2116.78776544718	3947.38703584881	3704.65657411447	4029.82414707721	4471.66482353985	3099.65290415183	1200.55284107918	4151.73142487288	2609.71113448113	1532.50701817847	1210.81743275579	2353.35099918467	1635.33335253117	4823.75774283109	793.432214054063	954.160165153341	1274.73767571635	901.43663283264	3410.62101564146	1446.37038758645
21	M365T1	1.31283267550558	-0.392683052101992	-1.82566828886485	0.0794447763929591	0.579233407706411	DOWN	365.133767634145	365.133048301708	365.135459289197	1.26186663	1.25604995333333	1.27401670333333	25	14	11	569.9951171875	991.533075831839	351.933396955025	755.262337944164	332.598856516279	1460.91050680362	764.576319263566	690.632731556033	796.28481353497	794.328177260298	400.931757194156	579.670285928434	1221.12498959403	684.531221402368	1293.73287200641	1341.42077879497	1208.54337427951	1435.50875709878	1209.2664769286	1097.41552247405	926.497943329785	887.285069629436	1126.55385640993	650.053459440981	805.352609935684	735.421740113	782.958162506305	6.79177310463019	354.863666004346	1155.34240472625	337.337650644908	1007.12895567574	700.669917223241
22	M385T4	1.66253579407314	-0.733385401892571	-1.8395058084622	0.0808047682118369	0.582562244055276	DOWN	385.166576602623	385.162081929033	385.169287333879	3.58645006666667	3.57611661666667	3.95740005333333	12	4	7	7103.55859375	2702.75747713266	1930.75214342842	1625.68378182765	1035.33728226187	8002.1923038045	1524.52756441301	2529.69939456189	1528.67309550591	2239.82377646896	783.859897386952	2232.90532214664	5931.51794764729	2330.19042148197	2862.56590367983	2407.30098820956	1375.24896158301	2327.52339103143	1762.57571193636	1858.59080729064	4750.71359221042	1537.54867116391	602.16677065996	1421.67360153873	1329.98903775671	1254.03447683067	737.54705385281	2010.33374710389	883.446039759451	1332.94752055575	929.967932177558	2483.02509984669	1627.58859483995
23	M205T1_1	1.55624460602916	-0.638068836783313	-1.84935070531276	0.0817640516627736	0.584865852745986	DOWN	204.979813318787	204.978769514317	204.981352598172	1.00591661166667	0.99436663	1.01461666666667	24	10	14	4262.50390625	2887.05894090241	1936.7549107908	1855.14470522015	779.665464734139	5694.2860958057	1901.41145702978	1993.39082740461	1460.47618742469	5309.1912707546	589.604442895667	4007.40146585806	5115.85084239302	1062.55394353266	1100.75247671341	1509.21177895554	3088.56755935541	5985.01224618092	1601.11457832973	1841.93960404473	1337.48576643922	983.393717191202	2389.42618610751	1048.32371508993	3186.92917510243	686.992631472974	2440.31511037961	2045.67306249203	2255.63798024977	1405.9399144005	2326.22312023514	1066.42898318647	2957.31690669052
24	M117T1	1.34779375123024	-0.430599742185159	-1.74042943954537	0.0936249380346941	0.610632748745185	DOWN	117.054586328054	117.053986617194	117.055005935571	1.49989996	1.49166663666667	1.51704997333333	21	13	8	1184.8759765625	1566.82470460902	603.041972547893	1162.51073517654	625.9968642551	1834.84343362945	731.666688046616	807.513278246229	1406.73212975606	978.035448898889	1188.98260361304	1425.6527436025	2696.65543456725	2583.04573080843	1916.48189173132	2100.22017186715	1408.18460880338	1245.16168563455	1612.37001532136	1277.99349148367	1857.70821814022	2065.17524017266	1285.29775965518	1000.72175595104	1241.09422412116	1036.77249750909	956.14476626502	270.886377666287	316.639691934082	1589.27563051401	342.547036566268	2245.51048519285	789.383117300073
25	M219T1_2	1.50324964476984	-0.58808461761341	-1.74125181501421	0.0959357537193171	0.61513266782018	DOWN	218.995479304908	218.994567954245	218.996022644038	1.36086665333333	1.35431662	1.37568329333333	13	7	6	2102.1640625	1465.11932065163	899.851168474852	974.634735986217	548.742496915932	2198.36784448013	1056.14860022043	922.789126918575	883.167595679957	1702.82969469527	268.570574154085	1153.23829032396	1610.10877806204	592.20161638531	1215.01809344758	1781.031559502	1917.84115802602	3993.25763197959	1217.09992524785	2081.00466041065	1141.35914836624	647.896310308235	631.435682741191	560.387418970037	814.107731269413	613.454888624647	1259.64156420082	2105.50652294978	670.341836850269	684.032646329411	519.008386901581	1385.58625593083	531.123249953932
26	M115T0	1.13375533786208	-0.181109343158669	-1.7029296851285	0.100574792308431	0.623722428217966	DOWN	114.988314884488	114.987497829834	114.989104177635	0.411566675333333	0.403050009333333	0.418883324333333	15	9	6	282.693359375	566.815585155811	107.700005426672	499.945240588374	99.940871336692	818.753934193495	611.237365754185	582.025307491505	654.367615924851	410.405444742933	468.90100060133	568.418013254885	640.472354208104	413.480326003787	585.834171833755	556.936465256967	485.478278136828	508.862855813009	630.245058965719	526.761560496488	493.894074366167	628.34769607602	399.90572757232	472.276351107179	531.547476430588	495.494015159716	721.299982371509	528.996289645569	359.703717994452	483.481485130058	328.573100085254	539.376588444575	489.575303357345
27	M143T3	1.44930817859559	-0.535364399903724	-1.70722613861787	0.102412753271869	0.626971766975827	DOWN	143.070015547298	143.069167995621	143.070393791639	2.56774999666667	2.55023337	2.61098329666667	14	9	5	1130.8916015625	764.229008271167	446.410233842479	527.306075793847	265.222334451752	503.197058011396	380.782197771763	574.133083013625	753.585210735387	240.02162766015	187.597920671276	947.387932071664	1132.8494785088	365.187930188566	834.013032863964	766.795868116825	864.256192587813	1767.93950724318	1381.45907635193	248.752690479441	653.336953297419	326.772527784481	563.007466724603	868.520752029066	562.897060360037	607.021313550702	470.723882957944	794.404318042042	141.139108882981	1030.71413775435	146.717476528836	362.108724856568	606.168647865382
28	M177T1	1.32470757835188	-0.405673928112482	-1.66786138771976	0.107896283783326	0.636188910782467	DOWN	177.021277648112	177.020683128165	177.022358961512	1.3756	1.35730004	1.43493329333333	28	14	14	1129.3974609375	2211.68292348703	947.861012237816	1669.56312444341	762.012689714429	4073.64772089126	880.56352168718	1442.35407447264	2373.93163402019	1703.69836403821	733.694958438125	2019.59916240104	3103.31233940736	1094.67632455033	2566.72414250617	2590.23834586368	2719.82326425588	2772.16102313447	2889.13605315182	1877.59165020099	2179.77870696873	2065.88419312592	2573.4234590937	1496.76139024517	1832.42986288987	2076.15733274045	1885.45285845275	561.117153298339	415.283258939037	1887.0810695904	381.432581125473	2836.35653073259	1305.13369480431
29	M195T2	1.64683386636139	0.719695022419649	1.67964776749532	0.108267767296458	0.636788809512269	UP	195.050827035656	195.049649381161	195.052618369586	2.29154992	2.28343340333333	2.32419995666667	20	10	10	8845.9140625	3460.33753224118	2434.56925177086	5698.60103713617	4351.27696731461	8667.40620967504	661.454308843028	2333.75774427974	7591.69652108128	4658.04358534239	2107.78484191218	5234.67370388155	2413.27960354762	1366.64484676537	1172.40174566072	1582.52648214683	2400.34689480532	4869.56787927961	3385.14108415583	5137.3386345996	6701.50704099399	7501.52090085379	3292.45201706128	5385.58144014204	5911.83340060638	4456.82352951661	19152.3155677407	1751.2633084159	3140.20203902012	5291.64772931686	4024.07764406426	7358.74828566144	675.102981913401
30	M379T3	1.73492423701813	-0.794872662650922	-1.68266702409114	0.109667728542632	0.639022959975526	DOWN	379.032692600268	379.03145221557	379.033295051346	2.5980166	2.58890002	2.62761669333333	13	6	7	1164.6875	976.777096182542	839.323094731443	563.008502239476	376.928699483305	1435.64642375197	233.191491350262	44.1885690914118	3088.58618225681	420.516203367274	352.658686265655	1921.60673503967	738.958775016338	1243.54259805728	539.973671921934	706.269940408783	1830.19862257443	612.780484777638	506.760962676124	388.804678303837	1310.01865687678	488.700906750501	167.569919552519	602.885302640513	413.017840071533	503.426624250902	1401.11954648667	624.469991511353	367.067042793854	789.819887772985	375.841512916896	157.308887924888	292.068233499425
31	M219T1_1	1.50485283668486	-0.5896224091339	-1.62681082276519	0.118365716065247	0.656435597280772	DOWN	218.995125354909	218.994128234521	218.996573843362	1.13125002833333	1.12423328333333	1.13523333	22	9	13	8540.421875	5572.50293282963	3672.89573231586	3703.02184837268	2235.64278325599	6383.46880831635	3750.57889515095	3843.44052258138	3892.82225491221	6303.73612421056	887.897507756585	3541.17970424013	9995.15954926643	1874.32551275518	3418.43158106354	8438.13113397175	6919.83037519255	14952.307552331	3813.7315378662	6563.96129609561	6042.89386836314	2154.14488197963	3174.57520910571	1867.66799304543	2580.79260444131	1831.62713916857	4935.8093057071	7936.37388081251	1891.12735518207	2698.25586370722	1938.2392522867	6694.32266961248	1532.51455771007
32	M165T1	1.47271243119645	0.558475750408186	1.61771514705028	0.118477701372441	0.656648835852106	UP	165.039888887991	165.039189735996	165.043462478679	1.20809997	1.19789996333333	1.37161668	29	13	11	4705.15625	2929.87581473669	1976.25057851418	4314.86453422456	2521.12373706954	5715.97624349581	1190.67994651207	1866.83311534132	6123.24979509075	1125.95757196432	2082.80053330265	3352.9875906721	5455.5077896493	1025.05959185665	4430.92541687064	55.1454679331816	2126.93724334387	1977.3419432757	4488.85915700527	2265.78730279541	7121.55680521453	3834.44794763536	8365.93874884871	2358.72065744833	3876.33032812427	6154.27915359393	9177.19156976543	385.721908925673	4395.78101153747	2205.89159926565	4044.64907849342	3082.75338744185	3139.05398005378
33	M218T2	1.30324135612731	-0.382104291153098	-1.59162332172097	0.123556120782311	0.666048419711794	DOWN	218.101667336581	218.100910906781	218.102825542206	1.90499166166667	1.8911833	1.93083329333333	18	9	9	1283.1455078125	1042.28196174862	402.977981627398	799.761269735825	403.304984103969	714.982788057742	879.556888218689	1098.24727829012	737.958142240906	1054.83263356838	616.962652790506	1053.55627222592	1049.72017814911	242.309854988849	1836.82655903335	1225.77230757537	1607.77080123159	1227.21030703317	1246.24080107698	547.639607716369	669.135524206548	771.494767613476	1584.42716933838	889.979111009079	963.745363154514	838.456045064496	752.351197904763	562.372886149152	308.814557986547	608.345720922349	322.364879634717	1695.73347931817	681.797466282998
34	M215T1	1.41318583537608	-0.498951194013507	-1.60291469209498	0.12698888413532	0.672115864140858	DOWN	215.102316693508	215.101338416011	215.103518604738	1.04244168	1.0356833	1.23186669666667	24	12	10	1249.7744140625	1065.70387395538	671.619418027752	754.114460588107	279.191657315686	1113.70458894984	1128.43469021687	715.298754615701	1356.10932464014	627.331083800335	637.87251982539	613.920087896527	1058.68055128035	469.501856515369	658.47424589369	1496.20847702567	3128.24342342119	749.067015478242	1167.00761581607	705.076908818608	1236.27308980936	852.831901013489	715.690832755529	598.772917905653	774.723601055188	620.129387139472	613.397914454345	910.537296070059	302.406221179615	1109.59722814371	308.90819471709	1135.40732800657	673.8496271648
35	M175T1	3.07666796384084	-1.62136875541415	-1.60381141660245	0.130100932904737	0.677428990768239	DOWN	175.023267251953	175.022496066781	175.024177715985	0.590466675666667	0.580533333333333	0.619833305	10	7	3	13903.8984375	3473.19881562309	5303.51904550758	1128.88321276217	1336.13108219527	605.566411095269	2645.00245835831	2857.25152162053	21026.0344498705	362.951162105095	3772.16538501505	2784.81372471504	4938.62874754014	2231.22346042214	1517.76314147157	268.621224021294	332.636474705133	520.15854152041	4761.96671626275	1820.25987359806	609.037992713191	3112.3877312515	311.599775392385	772.789461587314	4609.85236122424	223.850220090944	709.180148443695	178.544511869721	413.054586953136	261.861803025762	447.795228960012	2163.18192442818	170.969359132201
36	M161T1	1.40389249787268	-0.489432466465924	-1.53874477090111	0.143505481972787	0.698474508340497	DOWN	161.04374721648	161.043426671875	161.04436269559	0.975983328666667	0.971250012333333	0.994033355333333	23	12	11	2030.623046875	2004.93547548645	1329.0461580261	1428.12606985544	448.203265662702	6093.79044015211	1006.06883022844	1055.58562541575	1525.42232953181	1380.28819872219	758.215517380656	2535.75972347486	2117.90623136332	1058.60710740501	1779.49020825114	1697.39159044014	2867.40713610354	1903.67364628436	2289.49007205705	1324.4887938991	2006.84756846886	1122.30734656724	1865.7625649626	1818.16933535482	1438.24403080839	1443.08221399547	1308.04004824645	1434.6060835597	617.442048736019	1283.99009895713	633.366638072533	2123.00928757128	1574.40891877658
37	M179T3	1.08421152801463	-0.116646251753264	-1.46516730222587	0.155394118645017	0.714967825482623	DOWN	179.053752369804	179.052360046227	179.054932455473	3.02578324666667	3.01500001	3.03246659666667	13	7	6	4199.68359375	7588.37502176181	1171.30749221817	6998.98020422025	945.27774742005	8589.73458285298	6534.20200233589	4984.75332647437	7648.57114268222	6656.06622666875	6695.66780328155	6660.62947820355	8277.27239724546	8008.031056362	8355.53159016708	7834.76112867025	7900.55797672705	8426.46118156339	9665.01041143086	7009.99414138249	9049.74007386483	6858.03136690596	6420.3124338921	7518.33802099188	8065.26822133215	7032.0006134045	5569.21503573976	6829.52565355297	5866.40885311182	6727.32713747519	6198.64181892274	8202.31933755795	6638.60015094921
38	M194T2_2	1.24934917826422	-0.321176749441036	-1.4307287990954	0.164495315705174	0.726423716769498	DOWN	194.043949442786	194.043543754636	194.045024844027	1.99904171833333	1.9874999	2.02258326333333	20	8	12	2856.880859375	2874.57546601432	1103.10177861683	2300.85833170204	1017.02523657181	3640.1375003876	2954.32054189046	4083.27788653587	2453.6074514428	1909.3576190771	1339.42344037424	3054.09108942806	2852.71273095117	1012.2923342907	2738.63696249051	5368.62189497743	2560.07064622965	3539.89930768378	2737.60711844119	3516.83361379165	2713.66947008175	2594.79642605839	3797.53922220994	1842.86813978482	3676.25213473115	1448.10411954014	2200.11632663326	1060.1823827489	1035.22504119373	1682.28700669198	998.329647822804	3481.22854517767	2164.58456736233
39	M203T2	1.22785868541976	-0.296144530109057	-1.41796411641324	0.169122796732036	0.731902373566901	DOWN	203.081530399413	203.080925300498	203.082476028284	2.36226671666667	2.33773324	2.43145008333333	21	10	11	727.61572265625	876.675234304526	254.255532299348	713.987077433771	345.900817928535	1187.52489440303	584.958132745198	1078.72782959936	992.375714598384	1099.98858337377	482.092777999424	1079.96685724863	902.807367971521	657.335196577693	1195.54374102496	889.76549645187	610.543137277463	987.138032050124	524.685518941935	640.000351416734	763.51797484853	860.207857052996	707.853261386165	854.43382820023	840.488075025351	612.015428210616	718.551950528421	675.071262901039	280.786206533647	436.268426301861	266.942223958725	1716.72481463088	622.957423077593
40	M145T2	1.44271128899198	-0.528782620956424	-1.42733808756821	0.169560671424486	0.732409447895931	DOWN	145.049506233486	145.048875398974	145.050101956004	2.19865829666667	2.18885010333333	2.2904501	14	9	5	1042.2451171875	977.778574400312	702.675566922605	677.736829163845	353.393000569401	976.880905570954	562.859341314851	388.937318963673	776.368592855873	617.662074950716	213.790615183902	653.940193880175	716.411598787337	2282.20444444673	716.47829248605	1244.44816731066	2743.69288511569	914.350471696044	880.875139041716	557.889153964573	911.686662220676	496.639711386322	918.349030594306	377.029445115477	573.804692144907	482.958282466047	467.019949920651	1054.99620884909	153.389020864241	1156.00904132607	154.715124909671	1185.52200602388	998.307278507928
41	M230T3	1.28844561273237	-0.36563164010997	-1.35794345530812	0.187576192917637	0.751729189373004	DOWN	230.010679700307	230.010117304191	230.011726790221	2.56102506666667	2.55023337	2.58611673333333	22	11	11	2587.76953125	1789.16538558211	907.256064467515	1388.62313465283	628.431235862289	3477.82189416979	1530.41430929864	603.979328191847	1871.42094734163	1911.17092732657	166.368950998221	1009.63889964019	2237.64731840356	1167.41790314352	2281.00683174012	2325.8813153138	1391.25321321842	3136.9600457898	1937.33351357348	1663.2004548581	2167.02049173111	1748.44653401603	669.359250620771	818.335653917997	1550.23311197209	1505.48956210285	2179.30487698534	2411.68202356024	575.459017471263	1274.4898204433	520.051070370692	1534.06340359747	823.588613492423
42	M301T2	1.59143495616903	-0.670328193524255	-1.36777595891855	0.188017474594491	0.752167475669582	DOWN	301.055267414528	301.05456027198	301.056244793389	1.50040838	1.48086667	1.50908336666667	14	8	6	799.1572265625	947.321903325056	875.683572738594	595.262721641789	400.888338610439	628.575297843419	922.614550274658	273.108688433172	1049.95868414177	2473.67485522816	78.9081748726832	1399.24397245687	1698.76840978826	225.637312456047	208.197398068325	315.630812087458	2781.22700288426	1094.77743178554	112.184056230147	334.596033899741	685.710289447583	601.812867492567	735.052613421144	371.404117629743	390.412662034329	309.182134223497	1674.53070185114	36.0852570987358	371.75138857924	791.800417285812	360.511572394097	631.597851934636	1039.23019569279
43	M168T2	1.57926206040142	0.659250589736055	1.36310718310764	0.190597133067093	0.754698975540703	UP	168.028754991019	168.028100266757	168.029995483891	1.82993336666667	1.81581667	1.83965002333333	22	9	13	3742.314453125	1372.67960077168	808.554434940779	2167.82081458569	2027.3314924776	1844.4821913628	1430.12144455581	656.9632010678	2410.30799576795	1474.25571923139	283.649137612669	1660.40427547389	1951.50956329472	1169.7072712464	671.179037826158	943.704137941485	1075.68800200144	3211.87871863901	433.663714782023	4269.71728617881	1670.53240234859	1260.58317074242	1361.67227821883	998.238327238611	1675.24710502152	979.613757624542	8279.52725275176	584.742149726234	2730.16607095357	2083.56094846254	2822.90522510987	759.029140466105	873.956289356209
44	M382T2	1.21357763127025	-0.279266399108181	-1.28813393582974	0.209218540886103	0.771544030011779	DOWN	382.098724079378	382.09734075947	382.099912070386	1.958625	1.94966667333333	1.97718336666667	20	11	9	949.15087890625	877.368156101661	336.237727160713	722.960059162696	296.827016743766	1592.35821963072	514.133876119447	588.947311209491	755.077010128801	751.389617842635	331.869374054643	652.54914455393	1286.75139526403	699.40428888087	988.081480168447	914.648824737016	1233.49388586455	1004.18334852102	970.266408447654	806.716240688392	944.768215865537	781.562725356955	1092.64438111775	489.082242738531	756.652930627693	621.902898445553	691.944198749939	787.165392796978	226.618984360393	808.965419428166	223.543394645005	1316.56854609582	573.305257361033
45	M144T1	1.12537840503376	-0.170410184795991	-1.23928829427236	0.228082725440103	0.786403160775029	DOWN	144.065346240634	144.065043038195	144.06594475589	1.04388334166667	1.03816665	1.05423338333333	20	10	10	785.19580078125	800.865417251522	225.601023778426	711.641003301016	147.217909657736	1288.11584850444	546.870069842376	560.819985666115	628.120321057551	560.767293831653	535.350426466222	830.949423160414	849.552549394091	848.05806603681	806.90389432535	804.254857317839	1138.61740762017	875.157841657326	938.577856640955	791.966725203154	716.607914968865	692.661658437382	915.432470730771	573.587041106675	668.558802275481	827.466775473518	731.228770687443	728.399415802666	434.120614080129	769.961813106305	460.045591817037	945.416901736942	707.519550787849
46	M245T3	1.79352201344107	-0.842795452843451	-1.23088458209904	0.234073572971543	0.790725876295758	DOWN	245.010666664489	245.009470519709	245.012223656136	2.98049995666667	2.94038329	2.99251665	19	7	12	10145.7421875	5509.34625060505	6744.94147435518	3071.80297164838	3067.41148061469	27175.6783019325	987.361919220546	1489.18204101175	9683.65171483079	2021.78586248243	553.954443499584	2768.00772708574	3543.9320462003	2852.98337418806	3544.94539656214	7165.68093077073	3399.58174411166	5157.93301946233	6786.16898711219	6851.74955271656	4269.11702115368	1383.99846798801	5785.11631663256	1443.07253562476	6226.82133255655	898.765380433768	10266.8259190036	1850.14827043552	857.77287364554	540.461632400852	1029.42968002943	822.201750413361	779.760870043048
47	M85T1	1.18966090009867	-0.250550407598349	-1.18962569153272	0.24738404254704	0.79973082121803	DOWN	85.027978758743	85.0276334173452	85.028620037403	0.742224976	0.720516682	0.781566687666667	26	13	13	1610.4560546875	3357.73786521969	1448.10834502132	2822.43273267299	858.895981624541	6691.4446085374	1773.3379585592	1907.03544537241	3773.13714338715	2964.09148284023	1571.17565513257	2920.56605107252	3573.48156203613	1789.09726557612	3687.50939799022	3915.63651157509	5566.45982726984	3393.40922928034	3481.94797444644	3796.19709755849	3445.36082619235	3073.84878375456	3528.0174878768	1950.8573488448	3487.3675475314	2218.9302098187	3399.55582613977	3207.71191784452	1594.33929215794	2753.34654660536	1303.78939885315	3831.30864589747	1923.42732834655
48	M203T3_2	1.463251892988	-0.549178145063199	-1.1780602589084	0.254095670655934	0.803983788359686	DOWN	203.000250163793	202.999365093484	203.001396219719	3.24050844833333	3.07194993333333	3.25243328666667	26	13	13	6094.5703125	3428.94554914337	3146.29113958107	2343.37339016959	1410.28240071976	5459.72651261783	819.967700706045	243.746386624391	12218.3552466969	1400.7058600287	1396.66975499593	4344.31537286763	2860.15929840054	3088.50761090227	2386.6304529958	2960.38735251873	7199.44406359494	2030.6525884149	1595.96948664256	1523.25616373941	4262.44744733657	4136.04265600464	865.250672544359	2530.98180563824	2240.29649357039	1440.63396206525	5562.00868175406	2568.90031448484	1237.07548837185	2624.27131685175	1336.2787489292	1042.29453343895	1437.48917764479
